label,HH_L3_covariance,HH_L5_weight,HH_L5_mean,HH_L5_std,HH_L5_magnitude,HH_L5_radius,HH_L5_covariance,HH_L5_pcc,HH_L3_weight,HH_L3_mean,HH_L3_std,HH_L3_magnitude,HH_L3_radius,HH_L3_pcc,HpHp_L0.01_pcc,HH_L1_weight,HH_L1_mean,HH_L1_std,HH_L1_magnitude,HH_L1_radius
1,0.0,1.996751335,449.03253949999987,19.99997353,449.03253949999987,399.9989412,0.0,0.0,1.998049533,449.0195237,19.99999047,449.0195237,399.9996188,0.0,0.0,1.999349424,449.0065079,19.99999894,449.0065079,399.9999577
1,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.000000003,429.0000001,0.001772361,429.0000001,3.14e-06
1,0.0,1.0,204.0,0.0,274.0529146,0.0,0.0,0.0,1.0,204.0,0.0,274.0529146,0.0,0.0,1.53e-07,1.000000002,203.9999998,0.005146999,274.0529145,2.65e-05
1,0.0,2.986084248,456.4588085,19.30017258,456.4588085,372.4966616,0.0,0.0,2.991627633,456.40868830000005,19.31811841,456.40868830000005,373.189699,0.0,0.0,2.997201547,456.3584748,19.33595075,456.3584748,373.8789914
1,0.0,1.996647566,449.0335806,19.99997181,449.0335806,399.9988723,0.0,0.0,1.997987189,449.0201484,19.99998985,449.0201484,399.999594,0.0,0.0,1.999328615,449.0067161,19.99999887,449.0067161,399.9999549
1,0.0,1.999723229,449.0027681,19.99999981,449.0027681,399.9999923,0.0,0.0,1.999833928,449.0016609,19.99999993,449.0016609,399.9999972,0.0,0.0,1.999944643,449.00055360000016,19.99999999,449.00055360000016,399.9999997
1,0.0,2.9995455960000004,456.335579,19.34408238,456.335579,374.1935231,0.0,0.0,2.999727344,456.3346807,19.34437912,456.3346807,374.2050037,0.0,0.0,2.999909113,456.3337825,19.34467583,456.3337825,374.216483
1,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.000000003,429.0000001,0.001772065,429.0000001,3.14e-06
1,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.000000003,429.0000001,0.001771367,429.0000001,3.14e-06
1,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.000000003,429.0000001,0.001773042,429.0000001,3.14e-06
1,0.0,1.999709186,449.0029086,19.99999979,449.0029086,399.9999915,0.0,0.0,1.999825502,449.00174510000005,19.99999992,449.00174510000005,399.999997,0.0,0.0,1.999941833,449.0005817,19.99999999,449.0005817,399.9999997
1,0.0,1.0,60.0,0.0,84.85281374,0.0,0.0,0.0,1.0,60.0,0.0,84.85281374,0.0,0.0,0.0,1.000000001,60.0,0.0,84.85281374,9.09e-13
1,0.0,1.0,60.0,0.0,84.85281374,0.0,0.0,0.0,1.0,60.0,0.0,84.85281374,0.0,0.0,1.25e-17,1.000000001,60.0,0.0,84.85281374,0.0
1,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.000000003,429.0000001,0.001780961,429.0000001,3.17e-06
1,20.97070283,1.68230363,299.99040089999994,0.959908372,599.3933494,26.83109296,0.417869768,0.084065948,2.415845963,299.7838569,4.550205716000001,598.2637423,424.0697239,0.223935236,0.055215794000000006,6.182960297,296.9905419,17.79643285,588.1482917999998,3696.362392
1,0.0,2.990250107,456.38028770000005,19.32932099,456.38028770000005,373.6226498,0.0,0.0,2.99414363,456.3615121,19.33553481,456.3615121,373.8629064,0.0,0.0,2.998045732,456.3427283,19.3417319,456.3427283,374.102593
1,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.000000003,429.0000001,0.001769913,429.0000001,3.13e-06
1,0.0,2.9995455960000004,456.335579,19.34408238,456.335579,374.1935231,0.0,0.0,2.999727344,456.3346807,19.34437912,456.3346807,374.2050037,0.0,0.0,2.999909113,456.3337825,19.34467583,456.3337825,374.216483
1,0.0,1.369181033,103.209822,61.24038361,210.0982327,3750.384585,0.0,0.0,1.5499758609999998,114.9663554,66.02766907,216.1163179,4359.653083,0.0,0.032242508,1.819309286,128.1470369,68.65884427,223.406945,4714.036897
1,0.0,1.0,204.0,0.0,274.0529146,0.0,0.0,0.0,1.0,204.0,0.0,274.0529146,0.0,0.0,0.037200956,1.000000002,203.9999998,0.00506802,274.0529145,2.57e-05
1,0.0,1.203785685,89.36165388,51.75076196,203.6529037,2678.141363,0.0,0.0,1.385038542,104.3637835,61.82574091,210.6675089,3822.422239,0.0,1e-08,1.727502911,124.1159088,68.1361619,221.1193316,4642.536559
1,-3.7999999999999965e-159,1.0,204.0,0.0,274.0529146,0.0,-2.1999999999999964e-267,0.0,1.0,204.0,0.0,274.0529146,0.0,0.0,0.061755461,1.000000002,203.9999998,0.004646986,274.0529145,2.1600000000000007e-05
1,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.000000003,429.0000001,0.001769839,429.0000001,3.13e-06
1,0.0,1.284042804,96.52694727,57.2784795,206.8972004,3280.824213,0.0,0.0,1.469926866,110.1177783,64.35740083,213.5765087,4141.875040999998,0.0,0.000433695,1.777457682,126.3610207,68.4570525,222.3872918,4686.368037
1,0.0,2.9857312680000003,456.3948618,19.32485007,456.3948618,373.4498301,0.0,0.0,2.991425557,456.370258,19.33286204,456.370258,373.7595545,0.0,0.0,2.997137444,456.34564410000013,19.34084424,456.34564410000013,374.0682559
1,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.000000003,429.0000001,0.001769666,429.0000001,3.13e-06
1,0.0,1.0,204.0,0.0,274.0529146,0.0,0.0,0.0,1.0,204.0,0.0,274.0529146,0.0,0.0,0.001980736,1.000000002,203.9999998,0.004639594,274.0529145,2.15e-05
1,-6.67e-25,1.389634664,104.6933235,61.9879453,210.830956,3842.505362,-2.44e-43,0.0,1.568060449,115.9931887,66.33054443,216.6643022,4399.741124,0.0,-0.079167141,1.828192929,128.5156253,68.69463505,223.6185724,4718.952885
1,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.000000003,429.0000001,0.001772796,429.0000001,3.14e-06
1,5.169999999999993e-202,1.0,204.0,0.0,274.0529146,0.0,0.0,0.0,1.0,204.0,0.0,274.0529146,0.0,0.0,0.066340506,1.000000002,203.9999998,0.004929744000000001,274.0529145,2.43e-05
1,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.000000003,429.0000001,0.001764717,429.0000001,3.11e-06
1,0.0,1.0,204.0,0.0,274.0529146,0.0,0.0,0.0,1.0,204.0,0.0,274.0529146,0.0,0.0,0.00219619,1.000000002,203.9999998,0.005018557,274.0529145,2.52e-05
1,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.000000003,429.0000001,0.001774322,429.0000001,3.15e-06
1,0.0,1.192598731,88.28630986,50.78219327,203.183347,2578.831153,0.0,0.0,1.3722134419999998,103.4325549,61.35549207,210.2077387,3764.496407,0.0,1.17e-07,1.719334161,123.7363705,68.07444932,220.9065173,4634.13065
1,0.0,1.230227166,91.82559527,53.82351509,204.7460377,2896.970776,0.0,0.0,1.414279974,106.42384640000002,62.80448586,211.69561890000003,3944.403444,0.0,0.061128264,1.7454719630000002,124.9382889,68.26244919,221.5819849,4659.761969
1,0.0,2.988657514,456.3629131,19.33633306,456.3629131,373.8937763,0.0,0.0,2.993186765,456.3510757,19.33973685,456.3510757,374.0254214,0.0,0.0,2.997726339,456.3392456,19.34313084,456.3392456,374.1567108
1,0.0,1.0,62.0,0.0,62.0,0.0,0.0,0.0,1.0,62.0,0.0,62.0,0.0,0.0,0.0,1.0,62.0,0.0,62.0,0.0
1,0.0,1.0,110.0,0.0,110.0,0.0,0.0,0.0,1.0,110.0,0.0,110.0,0.0,0.0,0.0,1.0,110.0,0.0,110.0,0.0
1,0.0,1.0,204.0,0.0,274.0529146,0.0,0.0,0.0,1.0,204.0,0.0,274.0529146,0.0,0.0,0.01568888,1.000000002,203.9999998,0.004659458,274.0529145,2.17e-05
1,0.0,1.0,60.0,0.0,84.85281374,0.0,0.0,0.0,1.0,60.0,0.0,84.85281374,0.0,0.0,-3.1899999999999996e-18,1.0,60.0,0.0,84.85281374,0.0
1,0.0,1.171561738,86.20851239,48.78924817,202.28916830000003,2380.390737,0.0,0.0,1.347258003,101.5697307,60.36072478,209.2974204,3643.417096,0.0,0.008929601,1.702884698,122.9610428,67.94161839,220.4731685,4616.06351
1,0.0,1.594658883,61.25418672,0.967155163,61.25418672,0.935389109,0.0,0.0,1.732083715,61.1546786,0.987964843,61.1546786,0.976074531,0.0,0.0,1.901267233,61.05192998,0.998650728,61.05192998,0.997303277
1,0.0,1.3572731219999998,102.3255486,60.77318676,209.665252,3693.380229,0.0,0.0,1.539262483,114.3466748,65.83646525,215.7873074,4334.4401560000015,0.0,0.0,1.81395439,127.9231147,68.63612528,223.2785777,4710.917694
1,0.0,1.996402185,449.036043,19.99996752,449.036043,399.9987009,0.0,0.0,1.997839755,449.0216258,19.99998831,449.0216258,399.99953230000006,0.0,0.0,1.999279402,449.0072086,19.9999987,449.0072086,399.9999481
1,0.0,1.117904128,80.55470931,42.38761991,199.9451455,1796.710321,0.0,0.0,1.277279272,95.957849,56.89209475,206.6323033,3236.710446,0.0,0.000804342,1.652087391,120.4693098,67.45264295,219.09325550000003,4549.859041
1,0.0,2.988153095,456.38337,19.32865377,456.38337,373.5968565,0.0,0.0,2.992882819,456.36335989999986,19.33513681,456.36335989999986,373.8475155,0.0,0.0,2.997624591,456.3433437,19.34160001,456.3433437,374.0974911
1,0.0,1.1333727340000002,82.23952712,44.46720704,200.6298578,1977.332502,0.0,0.0,1.298565919,97.72892204,58.06777719,207.4607004,3371.8667479999995,0.0,6.68e-05,1.668364557,121.2842653,67.62306279,219.5424173,4572.878621
1,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.000000003,429.0000001,0.0017728210000000004,429.0000001,3.14e-06
1,0.0,2.871800569,457.55158139999986,18.87115253,457.55158139999986,356.1203977,0.0,0.0,2.920984883,457.07158260000006,19.06848126,457.07158260000006,363.6069776,0.0,0.0,2.97293733,456.58177530000006,19.25542954,456.58177530000006,370.7715668
1,0.0,1.0,110.0,0.0,110.0,0.0,0.0,0.0,1.0,110.0,0.0,110.0,0.0,0.0,0.0,1.0,110.0,0.0,110.0,0.0
1,0.0,1.031264515,70.18370169,23.6610962,195.9968163,559.8474735,0.0,0.0,1.125034833,81.33713133,43.37391527,200.2616512,1881.296526,0.0,0.073283784,1.5000464409999998,112.0028482,65.05483079999999,214.5545106,4232.131011
1,-1.0899999999999981e-281,1.0,204.0,0.0,274.0529146,0.0,0.0,0.0,1.0,204.0,0.0,274.0529146,0.0,0.0,0.002962609,1.000000002,203.9999998,0.00461114,274.0529145,2.13e-05
1,0.0,1.997269522,449.0273421,19.99998131,449.0273421,399.9992524,0.0,0.0,1.998360817,449.0164053,19.99999327,449.0164053,399.9997309,0.0,0.0,1.99945331,449.00546839999987,19.99999925,449.00546839999987,399.9999701
1,0.0,1.0,204.0,0.0,274.0529146,0.0,0.0,0.0,1.0,204.0,0.0,274.0529146,0.0,0.0,0.0062217719999999995,1.000000002,203.9999998,0.004698814,274.0529145,2.21e-05
1,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.000000003,429.0000001,0.001771359,429.0000001,3.14e-06
1,0.0,1.999625758,449.0037431,19.99999965,449.0037431,399.999986,0.0,0.0,1.999775438,449.0022459,19.99999987,449.0022459,399.999995,0.0,0.0,1.999925143,449.00074860000007,19.99999999,449.00074860000007,399.9999995
1,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.000000002,429.0000001,0.0015703029999999999,429.0000001,2.47e-06
1,0.0,2.991316379,456.3668715,19.33417923,456.3668715,373.8104865,0.0,0.0,2.994785091,456.3534573,19.33844416,456.3534573,373.9754227,0.0,0.0,2.998260119,456.34004169999986,19.34269982,456.34004169999986,374.1400364
1,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.000000003,429.0000001,0.001771877,429.0000001,3.14e-06
1,-9.20999999999999e-186,1.0,204.0,0.0,274.0529146,0.0,-9.598640826524e-312,0.0,1.0,204.0,0.0,274.0529146,0.0,0.0,0.069957246,1.000000002,203.9999998,0.004968272,274.0529145,2.47e-05
1,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.000000003,429.0000001,0.0017720239999999999,429.0000001,3.14e-06
1,0.0,1.0,60.0,0.0,84.85281374,0.0,0.0,0.0,1.0,60.0,0.0,84.85281374,0.0,0.0,-1.23e-18,1.0,60.0,0.0,84.85281374,0.0
1,0.0,1.996995978,449.0300854,19.99997737,449.0300854,399.99909489999993,0.0,0.0,1.998196502,449.0180513,19.99999185,449.0180513,399.9996742,0.0,0.0,1.999398475,449.0060171,19.9999991,449.0060171,399.99996380000016
1,0.0,1.0,204.0,0.0,274.0529146,0.0,0.0,0.0,1.0,204.0,0.0,274.0529146,0.0,0.0,0.011149379,1.000000002,203.9999998,0.004705116,274.0529145,2.21e-05
1,0.0,1.0,110.0,0.0,110.0,0.0,0.0,0.0,1.0,110.0,0.0,110.0,0.0,0.0,0.0,1.0,110.0,0.0,110.0,0.0
1,0.0,1.996019414,449.0398852,19.99996023,449.0398852,399.9984092,0.0,0.0,1.997609743,449.0239312,19.99998568,449.0239312,399.9994273,0.0,0.0,1.999202615,449.00797710000006,19.99999841,449.00797710000006,399.9999364
1,0.0,1.999570418,449.0042967,19.99999954,449.0042967,399.9999815,0.0,0.0,1.999742229,449.002578,19.99999983,449.002578,399.9999934,0.0,0.0,1.999914072,449.0008594,19.99999998,449.0008594,399.9999993
1,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.000000003,429.0000001,0.001772665,429.0000001,3.14e-06
1,0.0,2.999546422,456.3355714,19.34408503,456.3355714,374.1936258,0.0,0.0,2.999727839,456.3346762,19.34438072,456.3346762,374.2050653,0.0,0.0,2.999909278,456.33378099999993,19.34467636,456.33378099999993,374.2165036
1,0.0,1.987624115,449.1245294,19.99961231,449.1245294,399.9844924,0.0,0.0,1.992555982,449.0747183,19.99986043,449.0747183,399.9944172,0.0,0.0,1.997512481,449.0249062,19.99998449,449.0249062,399.9993797
1,0.0,1.131675117,82.05687521,44.24958235,200.5550567,1958.025538,0.0,0.0,1.296279926,97.54151273,57.94705973,207.372483,3357.861732,0.0,0.041182063,1.66665439,121.19939,67.60579239,219.4955401,4570.543165
1,0.0,1.0,204.0,0.0,274.0529146,0.0,0.0,0.0,1.0,204.0,0.0,274.0529146,0.0,0.0,8.87e-06,1.000000002,203.9999998,0.004679616,274.0529145,2.19e-05
1,0.0,1.0,204.0,0.0,274.0529146,0.0,0.0,0.0,1.0,204.0,0.0,274.0529146,0.0,0.0,0.003330293,1.000000002,203.9999998,0.004801631,274.0529145,2.31e-05
1,0.0,1.990857769,449.0918421,19.99978912,449.0918421,399.991565,0.0,0.0,1.994504588,449.0551055,19.99992408,449.0551055,399.9969634,0.0,0.0,1.998164833,449.01836860000014,19.99999157,449.01836860000014,399.9996626
1,2.62e-19,1.718743039,300.0,0.0,599.4672635,0.0,-2.1400000000000003e-28,0.0,2.423244184,300.0,3.81e-06,599.4672635,6e-11,8.99e-09,0.059568201,5.868755253,299.9999953,0.021180496,599.4667555,0.262303812
1,0.0,1.0,110.0,0.0,110.0,0.0,0.0,0.0,1.0,110.0,0.0,110.0,0.0,0.0,0.0,1.0,110.0,0.0,110.0,0.0
1,0.0,1.0,204.0,0.0,274.0529146,0.0,0.0,0.0,1.0,204.0,0.0,274.0529146,0.0,0.0,7.87e-05,1.000000002,203.9999998,0.004926277,274.0529145,2.43e-05
1,0.0,2.9887656560000004,456.3869546,19.32713505,456.3869546,373.5381493,0.0,0.0,2.993250884,456.365514,19.33422711,456.365514,373.8123378,0.0,0.0,2.9977474560000004,456.34406280000013,19.34129729,456.34406280000013,374.0857808
1,0.0,1.999725707,449.0027433,19.99999981,449.0027433,399.9999925,0.0,0.0,1.999835415,449.001646,19.99999993,449.001646,399.9999973,0.0,0.0,1.999945138,449.0005487,19.99999999,449.0005487,399.9999997
1,0.0,2.991876724,456.37047930000006,19.33266817,456.37047930000006,373.7520584,0.0,0.0,2.995121667,456.3556243,19.33753854,456.3556243,373.9403968,0.0,0.0,2.998372434,456.3407648,19.34239829,456.3407648,374.1283715
1,5.48e-24,1.410020454,300.0,0.0,599.4672635,0.0,-2.93e-36,0.0,1.96562526,300.0,5.39e-06,599.4672635,1.2e-10,9.42e-14,0.05989834,5.078235787,299.9999998,0.004765438,599.4672377,0.013297205
1,629.3691582,1.975230853,84.56135894,38.97839322,173.36235359999995,11501.39998,357.9268037,0.08600154800000001,2.802105325,91.34960749,45.56847428,180.3473816,13429.25504,0.119906406,0.416546669,4.506305183,97.50764531,50.66660112,184.263739,14840.65571
1,0.0,1.143685358,83.33744269,45.73816975,201.08239440000003,2091.980172,0.0,0.0,1.312210502,98.83394641,58.76237374,207.9835305,3453.016567,0.0,0.003846358,1.6783947890000002,121.7785817,67.72144488,219.8158842,4586.194097
1,-2.8299999999999996e-78,1.0,204.0,0.0,274.0529146,0.0,-1.3599999999999988e-132,0.0,1.0,204.0,0.0,274.0529146,0.0,0.0,-0.01430324,1.000000002,203.9999998,0.004670268,274.0529144,2.51e-05
1,200.4313095,1.370905777,299.6950398,8.360765359,598.5035872000002,425.07457180000006,5.2595848830000005,0.030721998,1.937767823,296.4822084,28.16306719,590.2831972,3850.568694,0.115939256,0.06347335400000001,5.538668631,279.7623752,64.91113454,553.5856364,17294.44834
1,0.0,1.0,62.0,0.0,62.0,0.0,0.0,0.0,1.0,62.0,0.0,62.0,0.0,0.0,0.0,1.0,62.0,0.0,62.0,0.0
1,0.0,1.0,204.0,0.0,274.0529146,0.0,0.0,0.0,1.0,204.0,0.0,274.0529146,0.0,0.0,-3.37e-09,1.000000002,203.9999998,0.004555388,274.0529145,2.08e-05
1,0.0,1.329360654,100.1906992,59.57610746,208.631676,3549.312581,0.0,0.0,1.5135740009999998,112.8250724,65.33967084,214.9848761,4269.272585,0.0,-1.3300000000000002e-09,1.800818955,127.3681988,68.57664042,222.9611134,4702.755611
1,0.0,2.987527158,456.3876754,19.32716097,456.3876754,373.5391511,0.0,0.0,2.992506173,456.3659448,19.3342436,456.3659448,373.8129754,0.0,0.0,2.99749868,456.3442059,19.3413031,456.3442059,374.0860056
1,0.0,1.999990084,449.0000992,20.0,449.0000992,400.0,0.0,0.0,1.999994051,449.0000595,20.0,449.0000595,400.0,0.0,0.0,1.99999802,449.0000198,20.0,449.0000198,400.0
1,0.0,1.0,204.0,0.0,274.0529146,0.0,0.0,0.0,1.0,204.0,0.0,274.0529146,0.0,0.0,0.080416469,1.000000002,203.9999998,0.004721709,274.0529145,2.23e-05
1,0.0,2.979344251,456.38535,19.33004731,456.38535,373.6507292,0.0,0.0,2.987580825,456.3645234,19.33598174,456.3645234,373.8801899,0.0,0.0,2.995851679,456.3437233,19.34188458,456.3437233,374.108499
1,0.0,1.201164232,89.11146407,51.52904298,203.5432461,2655.24227,0.0,0.0,1.38205902,104.1489821,61.71883581,210.5611799,3809.214694,0.0,0.001676454,1.7256215190000002,124.0288136,68.12219219,221.0704562,4640.633069
1,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.000000003,429.0000001,0.00177011,429.0000001,3.13e-06
1,0.0,1.999862018,449.0013799,19.99999995,449.0013799,399.9999981,0.0,0.0,1.999917209,449.0008279,19.99999998,449.0008279,399.9999993,0.0,0.0,1.999972405,449.000276,20.0,449.000276,400.0
1,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.0,429.0,0.0,429.0,0.0,0.0,0.0,1.000000003,429.0000001,0.00177108,429.0000001,3.14e-06
1,0.0,2.990768144,456.3787843,19.32976907,456.3787843,373.6399723,0.0,0.0,2.994455059,456.36060989999993,19.335802800000003,456.36060989999993,373.87327,0.0,0.0,2.998149744,456.3424275,19.34182095,456.3424275,374.1060376
1,0.0,2.865059738,457.5752471,18.86223471,457.5752471,355.7838983,0.0,0.0,2.916814672,457.0860569,19.06342629,457.0860569,363.4142217,0.0,0.0,2.9715029810000004,456.5866875,19.25384886,456.5866875,370.710696
1,0.0,1.997407146,449.02596219999987,19.99998315,449.02596219999987,399.999326,0.0,0.0,1.99844348,449.0155773,19.99999393,449.0155773,399.99975730000006,0.0,0.0,1.999480893,449.0051925,19.99999933,449.0051925,399.9999731
1,0.0,1.0,204.0,0.0,274.0529146,0.0,0.0,0.0,1.0,204.0,0.0,274.0529146,0.0,0.0,0.000304512,1.000000002,203.9999998,0.004667935,274.0529145,2.18e-05
1,-0.066884319,2.75038354,71.99998781,0.012095737,122.2023378,755.6710664,-0.00033780800000000004,-0.001015949,2.845714235,71.99757914,0.17045362600000002,122.446427,756.0533041,-0.014270588,0.0,3.0759032910000004,71.56008077,4.606841572,121.8838679,863.7876141
1,2.7099999999999944e-218,1.0,204.0,0.0,274.0529146,0.0,0.0,0.0,1.0,204.0,0.0,274.0529146,0.0,0.0,-0.21885795800000002,1.000000002,203.9999998,0.004645145,274.0529145,2.1600000000000007e-05
1,0.0,2.999439042,456.336506,19.34375653,456.336506,374.18091660000016,0.0,0.0,2.999663402,456.335237,19.34418364,456.335237,374.1974407,0.0,0.0,2.9998877960000003,456.3339679,19.34461068,456.3339679,374.2139624
1,0.0,1.0,72.0,0.0,93.72299611,0.0,0.0,0.0,1.0,72.0,0.0,93.72299611,0.0,0.0,0.0,1.000000003,71.99999997,0.000606211,93.72299609,3.67e-07
1,0.0,1.192538584,88.28047372,50.77682409,203.1808112,2578.285865,0.0,0.0,1.372143694,103.4274429,61.35286169,210.2052234,3764.173638,0.0,0.074792272,1.719289227,123.7342728,68.0741022,220.9053423,4634.08339
1,0.0,2.983868219,456.4453317,19.30591653,456.4453317,372.718413,0.0,0.0,2.990298187,456.40058430000005,19.32154745,456.40058430000005,373.3221958,0.0,0.0,2.996758457,456.3557676,19.33708795,456.3557676,373.9229704
1,0.0,1.0,110.0,0.0,110.0,0.0,0.0,0.0,1.0,110.0,0.0,110.0,0.0,0.0,0.0,1.0,110.0,0.0,110.0,0.0
1,0.0,1.0,204.0,0.0,274.0529146,0.0,0.0,0.0,1.0,204.0,0.0,274.0529146,0.0,0.0,0.00117425,1.000000002,203.9999998,0.0047632329999999995,274.0529145,2.27e-05
